Fraction,Profit,Realm,Week Num
horde,9521998.75400905,darkspear,34.0
horde,8413853.361050023,darkspear,35.0
horde,9545404.683300233,darkspear,36.0
horde,9144954.781669063,darkspear,37.0
horde,8993467.319977187,darkspear,38.0
horde,8874000.366421938,darkspear,39.0
horde,8414693.966520023,darkspear,40.0
horde,9222369.934046686,darkspear,41.0
horde,13448033.902600022,frostmourne,11.0
horde,14686280.30869857,frostmourne,12.0
horde,14072432.926555952,frostmourne,13.0
horde,12243454.498633306,frostmourne,14.0
horde,15976439.632728113,frostmourne,15.0
horde,10734862.282083781,frostmourne,16.0
horde,13689635.124087097,frostmourne,17.0
horde,10778272.791834975,frostmourne,18.0
horde,13540140.61419502,frostmourne,19.0
horde,9736608.012680022,frostmourne,20.0
horde,10136981.303770028,frostmourne,21.0
horde,9795324.75993338,frostmourne,22.0
horde,13025022.124050222,frostmourne,23.0
horde,10968258.68840002,frostmourne,24.0
horde,10408070.157942152,frostmourne,25.0
horde,12655020.82252713,frostmourne,26.0
horde,13280223.959980926,frostmourne,27.0
horde,10582599.969500005,frostmourne,28.0
horde,14037230.804559976,frostmourne,29.0
horde,17212385.946789984,frostmourne,30.0
horde,14886637.557888351,frostmourne,31.0
horde,13354368.028586168,frostmourne,32.0
horde,16091222.342876704,frostmourne,33.0
horde,13494075.609533362,frostmourne,34.0
horde,15203548.156890225,frostmourne,35.0
horde,17869139.31935573,frostmourne,36.0
horde,22752661.655978322,frostmourne,37.0
horde,26305139.01179708,frostmourne,38.0
horde,18169689.598981883,frostmourne,39.0
horde,16551839.736438598,frostmourne,40.0
horde,17562491.96324715,frostmourne,41.0
horde,1114832.7823333337,sargeras,11.0
horde,1095210.6063833318,sargeras,12.0
horde,1055051.790097143,sargeras,13.0
horde,1154585.4341766667,sargeras,14.0
horde,1440055.791137863,sargeras,15.0
horde,869220.5632897638,sargeras,16.0
horde,1067910.5213257151,sargeras,17.0
horde,963889.6701833344,sargeras,18.0
horde,1024024.9531485727,sargeras,19.0
horde,957948.0395466693,sargeras,20.0
horde,943290.0643228571,sargeras,21.0
horde,951930.062710001,sargeras,22.0
horde,980315.7489361903,sargeras,23.0
horde,830098.7175133331,sargeras,24.0
horde,1025283.1233571429,sargeras,25.0
horde,838077.542916429,sargeras,26.0
horde,2057056.5270102376,sargeras,27.0
horde,865200.7772421434,sargeras,28.0
horde,942080.6756338093,sargeras,29.0
horde,827594.4698150002,sargeras,30.0
horde,715425.4640469048,sargeras,31.0
horde,852988.9743842863,sargeras,32.0
horde,724846.8342904773,sargeras,33.0
horde,638713.2636342865,sargeras,34.0
horde,693025.1128226201,sargeras,35.0
horde,740302.7510628582,sargeras,36.0
horde,554746.8711371432,sargeras,37.0
horde,635362.8754285721,sargeras,38.0
horde,748212.8696402384,sargeras,39.0
horde,600607.3993545236,sargeras,40.0
horde,621419.3439195241,sargeras,41.0
horde,21543319.542891674,zuljin,11.0
horde,21060554.685883597,zuljin,12.0
horde,20247525.472043496,zuljin,13.0
horde,20219577.421445023,zuljin,14.0
horde,19133764.46710213,zuljin,15.0
horde,19178845.28659977,zuljin,16.0
horde,19123414.70537645,zuljin,17.0
horde,19704456.984232124,zuljin,18.0
horde,17916318.496905986,zuljin,19.0
horde,16227335.088488331,zuljin,20.0
horde,18769508.729148358,zuljin,21.0
horde,18887239.610463783,zuljin,22.0
horde,20321251.736218814,zuljin,23.0
horde,21695157.069599185,zuljin,24.0
horde,21809783.506500144,zuljin,25.0
horde,20351704.82454237,zuljin,26.0
horde,20099721.62790645,zuljin,27.0
horde,20020957.822949365,zuljin,28.0
horde,19190568.09229626,zuljin,29.0
horde,22674351.76691825,zuljin,30.0
horde,20163690.42427272,zuljin,31.0
horde,19258712.325066708,zuljin,32.0
horde,18522238.80430615,zuljin,33.0
horde,19583659.78243164,zuljin,34.0
horde,20110523.872226473,zuljin,35.0
horde,16800559.485542882,zuljin,36.0
horde,18824457.51944979,zuljin,37.0
horde,21512915.807689022,zuljin,38.0
horde,22128479.215070937,zuljin,39.0
horde,20409636.36141759,zuljin,40.0
horde,20834990.894051146,zuljin,41.0
horde,52253561.06520824,bleeding-hollow,11.0
horde,53292549.739367545,bleeding-hollow,12.0
horde,40382821.54148353,bleeding-hollow,13.0
horde,53866635.28893315,bleeding-hollow,14.0
horde,58315179.21748621,bleeding-hollow,15.0
horde,60557660.12836069,bleeding-hollow,16.0
horde,72321505.80671416,bleeding-hollow,17.0
horde,76222228.49274276,bleeding-hollow,18.0
horde,72858740.20123316,bleeding-hollow,19.0
horde,84087734.72043836,bleeding-hollow,20.0
horde,50312653.318069056,bleeding-hollow,21.0
horde,56516234.889499955,bleeding-hollow,22.0
horde,60112790.71136393,bleeding-hollow,23.0
horde,86928626.57820892,bleeding-hollow,24.0
horde,88559900.56731987,bleeding-hollow,25.0
horde,101253783.52555582,bleeding-hollow,26.0
horde,90252538.83128552,bleeding-hollow,27.0
horde,133397857.9969533,bleeding-hollow,28.0
horde,107073984.46525666,bleeding-hollow,29.0
horde,96958696.99399337,bleeding-hollow,30.0
horde,104214940.03017783,bleeding-hollow,31.0
horde,146678903.22649696,bleeding-hollow,32.0
horde,19667314.31562931,bleeding-hollow,33.0
horde,75271958.62994011,bleeding-hollow,34.0
horde,96366976.48988415,bleeding-hollow,35.0
horde,89786891.06916587,bleeding-hollow,36.0
horde,54759680.50024827,bleeding-hollow,37.0
horde,127490943.0959253,bleeding-hollow,38.0
horde,21206827.358810022,bleeding-hollow,39.0
horde,62299903.96466177,bleeding-hollow,40.0
horde,36830733.015478276,bleeding-hollow,41.0
horde,35058155.87518333,kiljaeden,11.0
horde,37871680.04961313,kiljaeden,12.0
horde,27349027.08098352,kiljaeden,13.0
horde,34540332.62788822,kiljaeden,14.0
horde,27936445.090066392,kiljaeden,15.0
horde,34017124.150139265,kiljaeden,16.0
horde,30191249.30170636,kiljaeden,17.0
horde,28289336.37459848,kiljaeden,18.0
horde,29692325.760249928,kiljaeden,19.0
horde,33194687.857226513,kiljaeden,20.0
horde,33160335.126791555,kiljaeden,21.0
horde,33414608.127641536,kiljaeden,22.0
horde,28450662.76504103,kiljaeden,23.0
horde,30475714.511935465,kiljaeden,24.0
horde,29046876.90005866,kiljaeden,25.0
horde,31579971.320791263,kiljaeden,26.0
horde,29840376.565311838,kiljaeden,27.0
horde,32658595.67332106,kiljaeden,28.0
horde,28771844.561416984,kiljaeden,29.0
horde,29514119.49275713,kiljaeden,30.0
horde,36556051.56286078,kiljaeden,31.0
horde,28390641.370666847,kiljaeden,32.0
horde,29328810.24331152,kiljaeden,33.0
horde,23142520.13504823,kiljaeden,34.0
horde,30521239.654309638,kiljaeden,35.0
horde,27126458.87287518,kiljaeden,36.0
horde,21016164.24919518,kiljaeden,37.0
horde,28033419.42958651,kiljaeden,38.0
horde,37536492.19130469,kiljaeden,39.0
horde,30512225.2479066,kiljaeden,40.0
horde,36123128.3677242,kiljaeden,41.0
horde,5211681.246933328,proudmoore,11.0
horde,6311792.282443822,proudmoore,12.0
horde,5396684.970111887,proudmoore,13.0
horde,5182444.523368338,proudmoore,14.0
horde,4860505.61603524,proudmoore,15.0
horde,5194424.351205258,proudmoore,16.0
horde,3876974.919382146,proudmoore,17.0
horde,4741854.340039289,proudmoore,18.0
horde,3120015.2383499998,proudmoore,19.0
horde,4220709.900415004,proudmoore,20.0
horde,3946572.44446119,proudmoore,21.0
horde,3573111.3411500016,proudmoore,22.0
horde,4620929.451545002,proudmoore,23.0
horde,3508727.0043733446,proudmoore,24.0
horde,3835850.200674524,proudmoore,25.0
horde,3715554.2032452356,proudmoore,26.0
horde,3979749.665994052,proudmoore,27.0
horde,4903111.687802861,proudmoore,28.0
horde,5143058.495266681,proudmoore,29.0
horde,5574923.232521902,proudmoore,30.0
horde,4966233.132434765,proudmoore,31.0
horde,4922014.077523333,proudmoore,32.0
horde,5333905.900313575,proudmoore,33.0
horde,5583427.891681677,proudmoore,34.0
horde,6508312.1222685715,proudmoore,35.0
horde,6541540.317217616,proudmoore,36.0
horde,6387639.729334278,proudmoore,37.0
horde,6731804.22201167,proudmoore,38.0
horde,5989245.657539282,proudmoore,39.0
horde,5304752.010510718,proudmoore,40.0
horde,4987736.509976659,proudmoore,41.0
horde,614014.1136166663,kelthuzad,11.0
horde,1584483.8489742852,kelthuzad,12.0
horde,503811.88590309524,kelthuzad,13.0
horde,480721.2358833333,kelthuzad,14.0
horde,892031.46816143,kelthuzad,15.0
horde,868074.6024800005,kelthuzad,16.0
horde,922626.450624523,kelthuzad,17.0
horde,627419.1301226189,kelthuzad,18.0
horde,606164.9956666665,kelthuzad,19.0
horde,830305.9836349987,kelthuzad,20.0
horde,1726459.333321431,kelthuzad,21.0
horde,656044.9269316664,kelthuzad,22.0
horde,667412.7081976192,kelthuzad,23.0
horde,554337.8810228567,kelthuzad,24.0
horde,646101.1876569046,kelthuzad,25.0
horde,589633.591231666,kelthuzad,26.0
horde,631694.9239302377,kelthuzad,27.0
horde,603456.6312966663,kelthuzad,28.0
horde,797079.5787797621,kelthuzad,29.0
horde,724227.4697954749,kelthuzad,30.0
horde,752205.7777228577,kelthuzad,31.0
horde,1019539.2674204764,kelthuzad,32.0
horde,1843732.7662471442,kelthuzad,33.0
horde,943236.4221266666,kelthuzad,34.0
horde,904499.1551178568,kelthuzad,35.0
horde,937321.0141783351,kelthuzad,36.0
horde,869138.5113747616,kelthuzad,37.0
horde,997773.3858797621,kelthuzad,38.0
horde,656292.2600402388,kelthuzad,39.0
horde,768933.2872999995,kelthuzad,40.0
horde,672386.9335947619,kelthuzad,41.0
horde,15888930.400466645,moon-guard,11.0
horde,16194394.946576875,moon-guard,12.0
horde,18472855.563837547,moon-guard,13.0
horde,23219766.62471497,moon-guard,14.0
horde,20156662.01455066,moon-guard,15.0
horde,16832737.945640296,moon-guard,16.0
horde,16110251.39335434,moon-guard,17.0
horde,16768860.532880707,moon-guard,18.0
horde,14934258.208433306,moon-guard,19.0
horde,13233996.542153334,moon-guard,20.0
horde,15594414.700335747,moon-guard,21.0
horde,15080923.136091704,moon-guard,22.0
horde,15438485.125156164,moon-guard,23.0
horde,11245923.834337369,moon-guard,24.0
horde,10765233.101931263,moon-guard,25.0
horde,11386939.458847862,moon-guard,26.0
horde,10941173.862769242,moon-guard,27.0
horde,14071277.012076402,moon-guard,28.0
horde,10943895.837001713,moon-guard,29.0
horde,11904545.260937205,moon-guard,30.0
horde,11888893.104861923,moon-guard,31.0
horde,11340335.164091662,moon-guard,32.0
horde,12351282.068422887,moon-guard,33.0
horde,12144356.195713393,moon-guard,34.0
horde,15264973.582401894,moon-guard,35.0
horde,14923024.458051488,moon-guard,36.0
horde,15991628.314441454,moon-guard,37.0
horde,13080423.545381958,moon-guard,38.0
horde,12171603.451524312,moon-guard,39.0
horde,12444394.8281238,moon-guard,40.0
horde,14716605.325037854,moon-guard,41.0
horde,14108360.251741685,thrall,11.0
horde,14724440.25039166,thrall,12.0
horde,14619545.285619095,thrall,13.0
horde,23602119.002959847,thrall,14.0
horde,23726817.18906747,thrall,15.0
horde,18989611.947144747,thrall,16.0
horde,26733054.981126327,thrall,17.0
horde,17604987.92858074,thrall,18.0
horde,15321160.243408144,thrall,19.0
horde,13437248.277876714,thrall,20.0
horde,15484475.937676683,thrall,21.0
horde,14100825.785823597,thrall,22.0
horde,15564109.500327153,thrall,23.0
horde,15262915.509816948,thrall,24.0
horde,15199175.434508316,thrall,25.0
horde,16520448.635185963,thrall,26.0
horde,16027427.917346438,thrall,27.0
horde,15993836.483985439,thrall,28.0
horde,16751127.72071644,thrall,29.0
horde,16110233.786106676,thrall,30.0
horde,16149935.02001045,thrall,31.0
horde,16283098.671926675,thrall,32.0
horde,17653018.424091857,thrall,33.0
horde,16210131.283991676,thrall,34.0
horde,17961965.292617116,thrall,35.0
horde,18510086.310763773,thrall,36.0
horde,15913300.175778776,thrall,37.0
horde,13927562.20306498,thrall,38.0
horde,15637931.187422886,thrall,39.0
horde,15111218.838368611,thrall,40.0
horde,17664242.926058315,thrall,41.0
horde,16316948.718083387,wyrmrest-accord,11.0
horde,17181135.356840003,wyrmrest-accord,12.0
horde,20288032.67853685,wyrmrest-accord,13.0
horde,17512463.792414915,wyrmrest-accord,14.0
horde,17274676.001747843,wyrmrest-accord,15.0
horde,14764501.134777445,wyrmrest-accord,16.0
horde,18455025.4513243,wyrmrest-accord,17.0
horde,18453293.03395928,wyrmrest-accord,18.0
horde,17312114.231285006,wyrmrest-accord,19.0
horde,17736890.800251607,wyrmrest-accord,20.0
horde,21802836.16489238,wyrmrest-accord,21.0
horde,24660319.142163392,wyrmrest-accord,22.0
horde,16949390.285679374,wyrmrest-accord,23.0
horde,13226805.148233404,wyrmrest-accord,24.0
horde,12471921.719203841,wyrmrest-accord,25.0
horde,12603219.087383581,wyrmrest-accord,26.0
horde,14663606.840895968,wyrmrest-accord,27.0
horde,14576561.567481486,wyrmrest-accord,28.0
horde,13896540.652310727,wyrmrest-accord,29.0
horde,13721999.231563656,wyrmrest-accord,30.0
horde,16386504.958310915,wyrmrest-accord,31.0
horde,13319859.657819998,wyrmrest-accord,32.0
horde,14594610.036431879,wyrmrest-accord,33.0
horde,14209058.895154312,wyrmrest-accord,34.0
horde,14322279.178036226,wyrmrest-accord,35.0
horde,14602588.376762586,wyrmrest-accord,36.0
horde,17014132.52698739,wyrmrest-accord,37.0
horde,17992229.840279862,wyrmrest-accord,38.0
horde,14933650.548221216,wyrmrest-accord,39.0
horde,15089023.93269813,wyrmrest-accord,40.0
horde,14115184.09318217,wyrmrest-accord,41.0
horde,1721734.0568166673,lightbringer,11.0
horde,2304914.7118726186,lightbringer,12.0
horde,2408882.576338814,lightbringer,13.0
horde,2302293.3249733336,lightbringer,14.0
horde,2640615.600065005,lightbringer,15.0
horde,2186053.7829485727,lightbringer,16.0
horde,1882834.7225083353,lightbringer,17.0
horde,2056552.0693435713,lightbringer,18.0
horde,1666015.4467999989,lightbringer,19.0
horde,1989197.541499998,lightbringer,20.0
horde,2071789.6048119075,lightbringer,21.0
horde,1666185.561058333,lightbringer,22.0
horde,1860887.307694048,lightbringer,23.0
horde,1794952.717001667,lightbringer,24.0
horde,1837659.9495280934,lightbringer,25.0
horde,1608191.6385152398,lightbringer,26.0
horde,1546065.194304523,lightbringer,27.0
horde,1747082.0240519075,lightbringer,28.0
horde,2849473.876694524,lightbringer,29.0
horde,2002897.445960718,lightbringer,30.0
horde,2230439.7062902395,lightbringer,31.0
horde,2134769.1323928586,lightbringer,32.0
horde,3060115.7812752347,lightbringer,33.0
horde,2229135.688353096,lightbringer,34.0
horde,4137826.9331185813,lightbringer,35.0
horde,2256734.1790538128,lightbringer,36.0
horde,2406532.219683341,lightbringer,37.0
horde,2222283.570708816,lightbringer,38.0
horde,3288895.9208395355,lightbringer,39.0
horde,2831765.9982985673,lightbringer,40.0
horde,3330492.0905219116,lightbringer,41.0
